circ_id	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	gene_id	gene_name	diffexpressed
chr1:151024610-151027327	0.6602912321666249	1.1005456200904242	1.4798930084523532	0.7436656662371532	0.45707876560585137	0.9995796280056491	ENSG00000143363	PRUNE1	NO
chr1:151025514-151027327	1.0281040650419127	1.151927831372215	1.5902296530399838	0.7243782866016344	0.4688335265432628	0.9995796280056491	ENSG00000143363	PRUNE1	NO
chr1:151027232-151028944	11.375654676451157	1.994131010127179	0.556897251574365	3.5807880259593876	3.4255948906146416e-4	0.036142438486752505	ENSG00000143363	PRUNE1	UP
chr1:151088189-151118139	0.18734066872243973	0.17190997566144098	4.345210067814865	0.03956309890165833	0.968441447202057	0.9995796280056491	ENSG00000143458	GABPB2	NO
chr1:151117391-151118139	0.3605783887191013	1.1806783898334825	3.5413259582079286	0.3334000890533554	0.7388322959459637	0.9995796280056491	ENSG00000143458	GABPB2	NO
chr1:151166933-151167414	0.9248816555214449	1.9171235571484369	1.4172248170198634	1.3527307270696538	0.17614167033411543	0.98468451677079	ENSG00000163156	SCNM1	NO
chr1:151172267-151173615	0.23607360699576782	1.0209942034865327	4.349018014512941	0.23476430773094342	0.8143916718690525	0.9995796280056491	ENSG00000163157	TMOD4	NO
chr1:151185505-151185950	0.22353286742966103	0.7738707722912176	4.3491787784632185	0.17793491868473263	0.8587740872612009	0.9995796280056491	ENSG00000163159	VPS72	NO
chr1:151638887-151639119	0.47092008977889627	1.7047800906128587	1.6715992109977933	1.0198497818117893	0.307799709267901	0.9995796280056491	ENSG00000143376	SNX27	NO
chr1:151658234-151658427	0.2050537272153009	1.0173943413073039	4.349020767631911	0.2339364182575026	0.8150343398511548	0.9995796280056491	ENSG00000143376	SNX27	NO
chr1:151658234-151668635	0.17296385150804644	0.7139547152277402	4.347412122941986	0.16422522066865655	0.8695538474227442	0.9995796280056491	ENSG00000143376	SNX27	NO
chr1:151781480-151782937	0.2253883809359653	0.5152818997553883	4.349299971591101	0.11847467480310012	0.9056915603342898	0.9995796280056491	NA	NA	NO
chr1:153937723-153939045	0.2253883809359653	0.5152818997553883	4.349299971591101	0.11847467480310012	0.9056915603342898	0.9995796280056491	NA	NA	NO
chr1:153992686-153993089	0.49586810596069375	0.7709875052658375	2.82698306591252	0.272724486595738	0.7850650104041779	0.9995796280056491	NA	NA	NO
chr1:154227281-154228725	0.24257254831754752	0.9158973982480035	4.349096009604079	0.21059489057621023	0.8332033996324326	0.9995796280056491	ENSG00000143569	UBAP2L	NO
chr1:154234590-154235291	3.5608479759053053	0.9911351580976773	0.6692453527888306	1.4809742853909869	0.138613425941496	0.8715303325359851	ENSG00000143569	UBAP2L	NO
chr1:154251040-154251653	0.3247970899439423	1.3722178697136997	3.836506250693824	0.35767382614469534	0.7205874227207736	0.9995796280056491	ENSG00000143569	UBAP2L	NO
chr1:154258976-154260029	2.3753517810772093	1.42455029336295	0.7149503080371592	1.9925165110760532	0.0463144154213031	0.44186107096728217	ENSG00000143569;ENSG00000201129	UBAP2L;SNORA58B	NO
chr1:154260891-154266568	0.3780040985394304	0.9767408802819796	2.556924958163441	0.38199825816692795	0.7024626566261816	0.9995796280056491	ENSG00000143569	UBAP2L	NO
chr1:15518109-15518395	0.1704402016645566	1.027847951640368	4.349012824560675	0.23634051981536713	0.8131684470894027	0.9995796280056491	ENSG00000132906	CASP9	NO
chr1:15534236-15536814	15.308780119914843	1.5219836513296845	0.5173771700303471	2.941729437424561	0.0032638495808818414	0.09119743762628413	ENSG00000116138	DNAJC16	NO
chr1:15534236-15548428	0.9074339954728291	2.06245807352542	1.0330545966152804	1.9964657049907104	0.04588325511669927	0.4400915033024254	ENSG00000116138;ENSG00000251866	DNAJC16;SCARNA21B	NO
chr1:15534236-15562325	0.4792676391130539	1.2776672436017438	3.052002620764406	0.41863242020471747	0.6754847920614016	0.9995796280056491	ENSG00000116138;ENSG00000251866	DNAJC16;SCARNA21B	NO
chr1:155349326-155349596	0.39702580605297155	1.8499965440837465	2.5205803433856895	0.7339565862037936	0.46297519781085394	0.9995796280056491	ENSG00000116539	ASH1L	NO
chr1:155352705-155354630	0.6293760892228728	0.9572440295669021	2.162706799684573	0.44261387151809695	0.6580450496062622	0.9995796280056491	ENSG00000116539	ASH1L	NO
chr1:155352705-155357749	0.3435707468868988	0.8721634596580814	4.3491233578662465	0.2005377608065777	0.8410600288890833	0.9995796280056491	ENSG00000116539	ASH1L	NO
chr1:155357315-155357749	0.20483888550844523	1.0933006014508306	4.348963149525626	0.2513933928297565	0.8015099754813115	0.9995796280056491	ENSG00000116539	ASH1L	NO
chr1:15536474-15536814	7.525277721197884	1.7779932290260712	0.545495098064051	3.259411927506088	0.0011164343798495719	0.0535465971410426	ENSG00000116138	DNAJC16	NO
chr1:15536474-15546871	0.2535445191183512	0.8813213780283786	4.346856947671785	0.20274911013587002	0.8393311359227854	0.9995796280056491	ENSG00000116138;ENSG00000251866	DNAJC16;SCARNA21B	NO
chr1:15536474-15548428	0.41319309788153363	0.8657416200965277	4.349127063067789	0.19906100869029345	0.8422150213577482	0.9995796280056491	ENSG00000116138;ENSG00000251866	DNAJC16;SCARNA21B	NO
chr1:155370503-155370983	0.7116476202284006	1.982572866807449	1.1988559676421118	1.6537206472823731	0.09818428547947582	0.7092560101511604	ENSG00000116539	ASH1L	NO
chr1:155370503-155395553	0.25182584940563185	0.7746786809675738	4.346946326226052	0.1782121569557398	0.8585563626805777	0.9995796280056491	ENSG00000116539	ASH1L	NO
chr1:155378280-155395553	0.4256786053533359	1.4985184327251215	2.1048109713920384	0.7119491741028225	0.47649624998791784	0.9995796280056491	ENSG00000116539	ASH1L	NO
chr1:155378280-155415923	0.30465882056479726	1.5899480925075902	4.0552432709608075	0.39207218563015683	0.6950048782304614	0.9995796280056491	ENSG00000116539;ENSG00000227773	ASH1L;ASH1L-IT1	NO
chr1:155395458-155459898	0.2849150010486673	0.7527490198181127	3.981603436752234	0.1890567535857174	0.8500483358126556	0.9995796280056491	ENSG00000116539;ENSG00000227773	ASH1L;ASH1L-IT1	NO
chr1:155415743-155415923	0.31403560384185353	1.032147796620378	4.23379691316369	0.2437877436707537	0.8073952131281521	0.9995796280056491	ENSG00000116539	ASH1L	NO
chr1:155415743-155459898	0.18047617781614167	0.9846521926604697	4.349046014677527	0.22640647841788347	0.8208852896951502	0.9995796280056491	ENSG00000116539	ASH1L	NO
chr1:155438326-155439068	1.0346564300836099	1.4062801324003924	1.2254347006741813	1.147576555182188	0.25114341285805153	0.9995796280056491	ENSG00000116539	ASH1L	NO
chr1:155438326-155459898	2.252850257714171	1.816634835842979	0.7242266523096705	2.508378875659229	0.01212865422545391	0.20145398847644178	ENSG00000116539	ASH1L	NO
chr1:15563928-15564359	1.3237322207977382	1.74652772805528	0.9818426176673841	1.7788265620457575	0.0752682009871954	0.5953897503643937	ENSG00000116138	DNAJC16	NO
chr1:155675009-155679512	1.4820606925999444	3.446868641520617	2.2015923548234118	1.5656252775264965	0.11743636872293707	0.7861625005393401	ENSG00000163374	YY1AP1	NO
chr1:155675009-155680456	0.36659200103045625	-0.4633598736087296	4.341797778081123	-0.10672074041493328	0.9150105281027124	0.9995796280056491	ENSG00000163374	YY1AP1	NO
chr1:155717005-155726019	0.31569558139268605	0.46235187353256285	4.347157081013828	0.10635729625503546	0.9152988734914342	0.9995796280056491	ENSG00000132676	DAP3	NO
chr1:155721516-155726019	1.761187513335252	0.43943762206779446	0.6767646656794087	0.6493211663564615	0.516130807339477	0.9995796280056491	ENSG00000132676	DAP3	NO
chr1:155725381-155726019	10.779137478823245	1.6953404948313047	0.5468744019447255	3.1000545807274023	0.0019348498458837437	0.06934909184456997	ENSG00000132676	DAP3	NO
chr1:155725381-155727738	0.5183822126026081	1.2092803875138087	3.263053721087682	0.3705977562363626	0.7109371535123076	0.9995796280056491	ENSG00000132676	DAP3	NO
chr1:155754374-155760641	0.6622383041384757	1.1670490288012074	3.0882345644141336	0.3779016795709646	0.7055036346929762	0.9995796280056491	ENSG00000116580	GON4L	NO
chr1:155804948-155805141	0.3038892234984842	0.608842428018311	4.349260090526518	0.139987587623118	0.8886697974588982	0.9995796280056491	ENSG00000116580	GON4L	NO
chr1:155853275-155853806	7.1537317597192125	1.3401385699912758	0.5721376184163552	2.342336051421866	0.019163451374311177	0.26644829944921355	ENSG00000116580	GON4L	NO
chr1:155904310-155904804	0.5417143219603379	0.574830603128368	1.590083623659198	0.3615096681553971	0.7177184788537152	0.9995796280056491	ENSG00000143622	RIT1	NO
chr1:155921374-155921918	0.6593277169169186	1.2119183724142775	1.1021278803278598	1.0996168358010845	0.2714991033857288	0.9995796280056491	ENSG00000132680	KHDC4	NO
chr1:155926675-155927156	1.6619079055159163	0.26160370308319364	0.7181352064724165	0.3642819635152393	0.7156474669928032	0.9995796280056491	ENSG00000132680	KHDC4	NO
chr1:155926675-155929840	0.2590058363026573	0.5880343369372513	4.349269110890325	0.13520302421959735	0.892451356069455	0.9995796280056491	ENSG00000132680	KHDC4	NO
chr1:155962592-155962718	0.2253883809359653	0.5152818997553883	4.349299971591101	0.11847467480310012	0.9056915603342898	0.9995796280056491	ENSG00000116584	ARHGEF2	NO
chr1:156317165-156317547	0.7957345251301164	0.6738895408008098	1.8143902958466966	0.37141377042381885	0.7103293706239853	0.9995796280056491	ENSG00000163468	CCT3	NO
chr1:156333546-156334918	0.7542274736559009	1.079895673826833	1.081913823732403	0.9981346481935061	0.318214070864803	0.9995796280056491	ENSG00000163468	CCT3	NO
chr1:15638306-15643650	1.4690177501300847	1.6405376393146778	0.9127172034627083	1.7974216253300923	0.07226871016456911	0.5810626653343585	ENSG00000197312	DDI2	NO
chr1:15638306-15651895	0.173638986300541	0.6397815321043538	4.347048437312793	0.14717607621134454	0.8829930433664276	0.9995796280056491	ENSG00000197312	DDI2	NO
chr1:15649719-15651895	0.25186211297894806	0.5880343370000767	4.3492691108902966	0.1352030242340433	0.8924513560580337	0.9995796280056491	ENSG00000197312	DDI2	NO
chr1:15911100-15916279	0.22744434247010864	0.9595120215391765	4.347110843106923	0.22072407540761113	0.8253072842945475	0.9995796280056491	ENSG00000065526	SPEN	NO
chr1:159876555-159877462	0.6641387801215738	1.2074522064655964	1.3115259714103011	0.9206468135489586	0.35723485276141015	0.9995796280056491	ENSG00000213085	CFAP45	NO
chr1:160323430-160332557	0.6693277233244064	1.9103584985106816	1.4684473054966507	1.300937726100134	0.19327977143214917	0.9995796280056491	ENSG00000122218;ENSG00000202078	COPA;Y_RNA	NO
chr1:161102047-161102375	1.6071761239281002	3.1006700469671618	1.0276253956890846	3.01731551202856	0.0025502422149541663	0.08199083447305433	ENSG00000143256	PFDN2	NO
chr1:161846448-161863312	0.6861046695281823	1.7919106208044033	1.6870271161494708	1.0621706098561843	0.28815823961668113	0.9995796280056491	ENSG00000118217	ATF6	NO
chr1:162287343-162300706	0.9775569829731737	1.462409019768836	1.0967047631713132	1.3334573431960168	0.1823817650809362	0.9995796280056491	NA	NA	NO
chr1:162503753-162512823	0.351321101843217	0.8643143699066114	4.349127888741745	0.19873280161385823	0.842471763795178	0.9995796280056491	ENSG00000152332	UHMK1	NO
chr1:16294782-16315435	0.24135539660022126	0.5633524148421951	4.3492795203995644	0.12952775562018612	0.8969400641294584	0.9995796280056491	ENSG00000037637	FBXO42	NO
chr1:16305802-16315435	0.30575944130081945	0.09373425670827591	4.345253578551238	0.021571642486174096	0.9827896542843558	0.9995796280056491	ENSG00000037637	FBXO42	NO
chr1:164332242-164335722	1.0096782208396913	2.466009641000753	1.2244485910746619	2.01397564501782	0.04401209058412184	0.42984950530072574	NA	NA	NO
chr1:164475147-164482547	0.8905463310874064	1.8669740177969218	1.2395283884355384	1.5061970627016532	0.13201659326425025	0.852531293226292	NA	NA	NO
chr1:164582009-164586486	0.2834636434155252	0.5880343370527761	4.349269110890277	0.13520302424616074	0.8924513560484533	0.9995796280056491	NA	NA	NO
chr1:164792493-164807677	0.47800658137072183	0.6617583918382861	4.349236579556212	0.15215506899507653	0.8790646310085792	0.9995796280056491	NA	NA	NO
chr1:164792493-164821626	1.2041344657134154	1.459513323532656	1.2034500165655768	1.2127743599171958	0.22521610088803543	0.9995796280056491	NA	NA	NO
chr1:164807541-164821626	1.8666107595924881	1.9638212864882574	0.9939739988975664	1.975727019686999	0.04818570297928703	0.45460843956906694	ENSG00000185630	PBX1	NO
chr1:164820071-164821626	0.43144438568603927	1.1352529872210317	2.0832840039833975	0.5449343368692611	0.5857986794131966	0.9995796280056491	ENSG00000185630	PBX1	NO
chr1:165743166-165754274	0.3813796555608751	0.9337292852107498	2.8474511779774843	0.32791757499911495	0.7429739849020651	0.9995796280056491	ENSG00000143183	TMCO1	NO
chr1:167004179-167017959	0.2253883809359653	0.5152818997553883	4.349299971591101	0.11847467480310012	0.9056915603342898	0.9995796280056491	NA	NA	NO
chr1:167546100-167548121	0.31208296245172384	0.8133279165413171	4.349156550114857	0.1870081950763161	0.8516542075579931	0.9995796280056491	ENSG00000143162	CREG1	NO
chr1:167951799-167975015	0.3496437508708633	1.3317771124534301	3.2104652427304354	0.4148237130020385	0.6782709590772583	0.9995796280056491	ENSG00000143164	DCAF6	NO
chr1:168038370-168045227	0.6637674269115298	1.1089800879688136	1.259912255587518	0.8802042229930352	0.3787486861928458	0.9995796280056491	ENSG00000143164	DCAF6	NO
chr1:168038370-168068463	0.19294374801013806	0.9148168228702654	4.347148527603624	0.2104406640493971	0.833323757827325	0.9995796280056491	ENSG00000143164	DCAF6	NO
chr1:168063620-168068463	0.4729349628314735	0.8395418937664247	2.016505670738647	0.41633500264787265	0.6771648828484427	0.9995796280056491	ENSG00000143164	DCAF6	NO
chr1:168231513-168231919	0.1789950626403799	0.9463660801455017	4.349074256273469	0.21760172955897086	0.8277394367893994	0.9995796280056491	ENSG00000213064	SFT2D2	NO
chr1:169230717-169287408	0.29394514461074023	0.04124381709129893	3.3836438368994437	0.012189172111297667	0.9902746885885328	0.9995796280056491	ENSG00000143156	NME7	NO
